"Date","Country/Location","Rating","Author","Title","Body","Image links","Image Video Links","Verified Purchase","URL","Helpful count","Variation information","Styles"
"03/25/2023","United States 🇺🇸 ","5","Wendy Denise Strout-Dishaw","Awesome Game","Thank You! This Game Is Really Fun!","","","true","https://www.amazon.com/gp/customer-reviews/R22T23JLUTGOZF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/24/2023","United States 🇺🇸 ","5","Anónimo","Perfecta para ocasiones sociales","La cinta es divertida. Puedo jugar con amigos y familiares.","","","true","https://www.amazon.com/gp/customer-reviews/R24YP2MDV043US/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/20/2023","United States 🇺🇸 ","5","Alejandro Segura","Excelente juego","Nos divertimos mucho jugándolo","","","true","https://www.amazon.com/gp/customer-reviews/R3624J5ZPYFQ3F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/20/2023","United States 🇺🇸 ","4","David","Made my teen very happy","The game went over very well and can network with the full size Switch for game play.  What I was less excited about was having to secure a separate process to actually network the system so my two children can play from the different devices.","","","true","https://www.amazon.com/gp/customer-reviews/R30S3TO1T5ODOT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","6","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/19/2023","United States 🇺🇸 ","5","Alana Ash","Obsessed!","This game is so fun! I love playing alone to complete all courses. It's also fun to play against friends and family.","","","true","https://www.amazon.com/gp/customer-reviews/RH9PRY2847AEW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/16/2023","United States 🇺🇸 ","4","Brooke","Good game","Game is fun to play. BUT, if you want to play online with other people you need to pay for the membership pass..","","","true","https://www.amazon.com/gp/customer-reviews/RLKUJ15700YKP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/10/2023","United States 🇺🇸 ","5","kyle benfield","Awesome! Fun! Engaging!","A game that brought back so many childhood memories. Nowadays I don't have much time to enjoy and play games like when I was a kid but since I have gotten this game I have had a blast playing it with my little brother. Also the story mode was a blast","","","true","https://www.amazon.com/gp/customer-reviews/R2XXVQP9HV1OBK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","8","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/06/2023","United States 🇺🇸 ","5","C.d.q","Very fun to play","Had this game on my old Wii several years ago, was a lot of fun to play with your family. This switch version is as fun maybe better, graphics wise denitely better, game play is very good. My little ones enjoyed it a lot","","","true","https://www.amazon.com/gp/customer-reviews/RP10FSWK5FDI3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","12","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/05/2023","United States 🇺🇸 ","5","Miriah Landrum","So fun!","Everyone knows Mario! Get the game! You won’t regret it! I bought it as a gift for my child, but also for me to play. It is so much fun.","","","true","https://www.amazon.com/gp/customer-reviews/R313NXXCWBPDOC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/01/2023","United States 🇺🇸 ","5","Jaela","i recommend!","no complaints, came to me brand new and sealed with no damages. i’ve played Mario Kart 7 on the 3ds and had to get this for the switch. if you’re a big Mario kart fan i recommend!","","","true","https://www.amazon.com/gp/customer-reviews/R2716VMB35SIZJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","14","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/28/2023","United States 🇺🇸 ","5","Jose M. Calvo Montero","Excelente","Excelente","","","true","https://www.amazon.com/gp/customer-reviews/R1E8EPZY9JTLLS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/27/2023","United States 🇺🇸 ","5","Elias C.","Muy buen producto","Excelente producto, de acuerdo a la descripción","","","true","https://www.amazon.com/gp/customer-reviews/R23OZVOHYEV2L4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","8","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/26/2023","United States 🇺🇸 ","5","Gromit4 ","Fun game","Fun game to play. Kinda pricey though.","","","true","https://www.amazon.com/gp/customer-reviews/RQ2DS0CFA8TR8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/24/2023","United States 🇺🇸 ","5","Amazon Customer","Bought as a gift","Daughter was happy with it.","","","true","https://www.amazon.com/gp/customer-reviews/R1Y9GA6ZGRZDDG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","4","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/20/2023","United States 🇺🇸 ","5","lindad","given as gift","no complaints","","","true","https://www.amazon.com/gp/customer-reviews/R39IZZAY7PDY63/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/17/2023","United States 🇺🇸 ","5","Evel Lopez","Todo en orden,","The media could not be loaded.
                
            
                
            
        
    
    








  
     Todo funciona de la mejor Manera","","","true","https://www.amazon.com/gp/customer-reviews/R2OVZBW3I6BYRM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/13/2023","United States 🇺🇸 ","5","Jess Tierney","It's the real game.","It's the game. It plays good and it's better then the other Mario carts.","","","true","https://www.amazon.com/gp/customer-reviews/R6GY9E4YWWTR6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/12/2023","United States 🇺🇸 ","5","Nydia Rosario","Buen precio","Mi nieto lo  disfruta","","","true","https://www.amazon.com/gp/customer-reviews/R36U3KAVHY9RSX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/06/2023","United States 🇺🇸 ","5","John","One of the best games for switch","Great game and lots of fun to play for the whole family.  The bonus tracks are even more fun and I cannot wait for the rest of them to be released.","","","true","https://www.amazon.com/gp/customer-reviews/R26BF7TVWGONPE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","3","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/05/2023","United States 🇺🇸 ","5","Edgar E","Great family fun","Great family fun","","","true","https://www.amazon.com/gp/customer-reviews/R2CQ6Z1RPC41SD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/04/2023","United States 🇺🇸 ","5","MARIA A.","MUY BUENO 😁","Recomendado 👍🏼","","","true","https://www.amazon.com/gp/customer-reviews/R3T1MJG1DBQ0RI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"02/04/2023","United States 🇺🇸 ","5","marc cocuzzi","Fun game","Fun game, great for kids","","","true","https://www.amazon.com/gp/customer-reviews/R3T0N50DSY0HEX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/28/2023","United States 🇺🇸 ","5","Oscar A","Buenos","Buenos","","","true","https://www.amazon.com/gp/customer-reviews/RCIG6X124XJ0K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/27/2023","United States 🇺🇸 ","5","Kaitlyn","LOVE LOVE","Boys loved the game. This was the perfect gift! Would purchase again.","","","true","https://www.amazon.com/gp/customer-reviews/R3B7PV107VUV47/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/26/2023","United States 🇺🇸 ","5","Dave Fischer","It’s what my grandson wanted.","A Christmas present for my grandson.","","","true","https://www.amazon.com/gp/customer-reviews/R212UY0RQDFDQR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/23/2023","United States 🇺🇸 ","5","Angelina","Super Fun","A bit pricey in my opinion but it’s super fun to play! It came in super early as well.","","","true","https://www.amazon.com/gp/customer-reviews/R2J67DRZ3YDKIY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/22/2023","United States 🇺🇸 ","5","Paolo the Unitoonist","What's not to love","This is the third version of Mario Cart 8 that I've owned. It just gets better with each release.More tracks! So many great environments. This is my favorite racing game both in one and multi player games.","","","true","https://www.amazon.com/gp/customer-reviews/R3B6M2PMYSVIP7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/17/2023","United States 🇺🇸 ","3","Richard B","Very expensive","Very expensive","","","true","https://www.amazon.com/gp/customer-reviews/R3J55N5WS4G37T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/16/2023","United States 🇺🇸 ","5","Lesa Ausloos","Loves the game","It was a great Christmas present","","","true","https://www.amazon.com/gp/customer-reviews/R2AXIZXRHWY5HU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/15/2023","United States 🇺🇸 ","5","Tammy ","Loved it","My grandson loves this game","","","true","https://www.amazon.com/gp/customer-reviews/R2OJE3C7VW8DVY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/14/2023","United States 🇺🇸 ","5","J Long","What’s not to love","Grandson loves the game.","","","true","https://www.amazon.com/gp/customer-reviews/R5898BDA5SYKY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/13/2023","United States 🇺🇸 ","5","Mikey Riccio","As good as any other Mario Kart","Same old same old in a good way. Better graphics and the gameplay is solid.","","","true","https://www.amazon.com/gp/customer-reviews/R3EQ1HO57W4MET/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/12/2023","United States 🇺🇸 ","5","TH","Nephew loves it","My nephew enjoys this game","","","true","https://www.amazon.com/gp/customer-reviews/R2STXUACY9EQFP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/10/2023","United States 🇺🇸 ","5","Nathaniel Otto","Fun racing","This is a fun racing game with friends! You’ll enjoy it and it has endless replay ability.","","","true","https://www.amazon.com/gp/customer-reviews/RHI7GG6XOF5RN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/09/2023","United States 🇺🇸 ","5","Amazon Customer","Love it!","My son and I love playing this game together. Definitely what I hoped for.","","","true","https://www.amazon.com/gp/customer-reviews/R709Q0QYTKDNI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/08/2023","United States 🇺🇸 ","5","michaelf_2003","comes as advertised","Got it on amazon because of the sale price of $50 at the time of this review, when Nintendo had it at full price. Works great, no issues.","","","true","https://www.amazon.com/gp/customer-reviews/R3PG10UVPNTWV7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/08/2023","United States 🇺🇸 ","5","Lauren Adams","Great buy!","Love this game. It works and I play it online with friends and my SO from time to time. God value for the money.","","","true","https://www.amazon.com/gp/customer-reviews/R2S91HH8P1AYEP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/05/2023","United States 🇺🇸 ","5","Gioconda Marcela","Beautiful game!","Beautiful game!","","","true","https://www.amazon.com/gp/customer-reviews/R368H5FZEXIXDF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/04/2023","United States 🇺🇸 ","5","Emily Czyzewski","The best Mario Kart","I was a huge fan of the Mario Kart version for the Nintendo Wii, and this version is so much better!!! It takes awhile to get used to, but the graphics are so realistic. The courses are very unique and fun! I also feel like this version has more options for characters, karts, etc. which is a plus!","","","true","https://www.amazon.com/gp/customer-reviews/R30IQHFAY1UCVJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/04/2023","United States 🇺🇸 ","4","Amazon Customer","Nice","Kids love the game","","","true","https://www.amazon.com/gp/customer-reviews/R2S4EQ0D1RB3TR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/04/2023","United States 🇺🇸 ","5","Stacy","Fun for the whole family","We play this game multiple times as a family. My 6 year old will even play the battle games solo. My 4 year old likes to play as well, and she is pretty decent at it. I wish the booster/enhancement pack was included but it makes sense why it isn’t. There are a lot of fun tracks to choose from. We all have our favorite ones. There are a lot of characters to choose from. The more tokens you get, the more car options and personalizations are available! I don’t regret spending the money on this.","","","true","https://www.amazon.com/gp/customer-reviews/RLPRQWU1RGP7Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/04/2023","United States 🇺🇸 ","5","Cara Bullion","10/10","Game came as advertised with no damage. Works great in the switch!","","","true","https://www.amazon.com/gp/customer-reviews/R3TA79JRC4LP90/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/03/2023","United States 🇺🇸 ","5","Gamesters","Works great","One of the best nostalgic games","","","true","https://www.amazon.com/gp/customer-reviews/RW9LB130DRBTN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/02/2023","United States 🇺🇸 ","5","Shannon Strauss","So fun!","I grew up with the original Mario Kart, and this one is just as fun! The tracks and colors are stunning! The only complaint I have is that you have to purchase some of the tracks. I would think that after spending this much on a game it would come with all of the tracks. There are enough to keep the game fun, though, so my kids love playing just the ones included.","","","true","https://www.amazon.com/gp/customer-reviews/RDXVXBPBSBSL9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/01/2023","United States 🇺🇸 ","5","Jusmeri Espina","5 ⭐","Para jugar en Familia","","","true","https://www.amazon.com/gp/customer-reviews/R2JENQN8AJFKDX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/31/2022","United States 🇺🇸 ","5","Cindy h.","I love this game.its fun for all my family.","It's fun.a challenge but not impossible.play with my daughter and grand daughter.","","","true","https://www.amazon.com/gp/customer-reviews/R1XV2KCRNJ9T0L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/30/2022","United States 🇺🇸 ","5","W X R T H Y","It's legit.","Fun game the kids (4&6) love it. I also enjoy it being I grew up playing Mario Kart 64 :)","","","true","https://www.amazon.com/gp/customer-reviews/R37EMQU44KIAFN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/28/2022","United States 🇺🇸 ","4","Mary Hoffman Osei","great game for kids","I bought this game for my daughter","","","true","https://www.amazon.com/gp/customer-reviews/R3JANPSBU0IDHB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/28/2022","United States 🇺🇸 ","5","Audj","Fun","We had fun playing this game.","","","true","https://www.amazon.com/gp/customer-reviews/R3M6E33L5YEAS6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/27/2022","United States 🇺🇸 ","5","Mel Reader","Grandson loves this one","Excellent gift - fun to play and 8 year old grandson loves it","","","true","https://www.amazon.com/gp/customer-reviews/R2Q69L4Z0DVF4L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/26/2022","United States 🇺🇸 ","5","Jayson","Muy buen juego","Me gusta","","","true","https://www.amazon.com/gp/customer-reviews/R3HG728OLL73TL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/26/2022","United States 🇺🇸 ","5","Skylar Hartnett","One of the few Nintento Switch Games that let's you use the half joy con as a full controller!","We love this game and it is so much fun to play with our kids (7, 3, 2).  We found out that this is one of only a small handful of games that let you use the 1 joy con as a full controller.  We are able to play with 2 full sets of joy cons with 4 people! It's a great game and it create a wholesome family competiviness that is just fun all the way around.  Highly recommend this game.","","","true","https://www.amazon.com/gp/customer-reviews/R2TAO60AS2IDW1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/26/2022","United States 🇺🇸 ","5","Linda Pinson","My grandson loves this game!!","Christmas gift","","","true","https://www.amazon.com/gp/customer-reviews/R31XL41EAZ7177/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/25/2022","United States 🇺🇸 ","1","Uccello's","Product received was not as advertised","Product received was UK version of the game and not American version.","https://m.media-amazon.com/images/I/81zzfzUrhZL._SY1600.jpg","","true","https://www.amazon.com/gp/customer-reviews/R1U8RZEEL9NDZ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/25/2022","United States 🇺🇸 ","1","Rebecca Amor","Empty Case - Rewrapped in plastic wrap.","Nice work.  My grandson was all excited to get this game and when he opened the package, it was empty.  Not cool guys, not cool.","","","false","https://www.amazon.com/gp/customer-reviews/R3TWW66X8ZQODM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/24/2022","United States 🇺🇸 ","4","Amy Jaye","Great but always over priced","My grandson loved this game it's always been one of his favorite and that's what matters but I just can't believe how games rip people off on how expensive they are.","","","true","https://www.amazon.com/gp/customer-reviews/R3174YZG3JAJ5A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/22/2022","United States 🇺🇸 ","5","Rabia Mahmood","One of the best, pick up and play games","Grew up playing Mario Kart, and gotta say, Nintendo did great in making this fun for all ages.","","","true","https://www.amazon.com/gp/customer-reviews/R3CRZN9LJARRCO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/18/2022","United States 🇺🇸 ","5","Michael B.","Good game","Good game. I like to play this with my friends.","","","true","https://www.amazon.com/gp/customer-reviews/R1W47H1OMGO4H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/18/2022","United States 🇺🇸 ","5","bryant","Your kids will love it","Exactly what I ordered","","","true","https://www.amazon.com/gp/customer-reviews/R1YQNE95D9I6NW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/16/2022","United States 🇺🇸 ","5","Guillermo E ","Excelente producto","Ideal para regalar","","","true","https://www.amazon.com/gp/customer-reviews/R1CZTEA4UV7TGB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/15/2022","United States 🇺🇸 ","4","Daniel Villar","Game guide not included.","Brand new, sealed. But game guide is not included, just the cartridge.","","","true","https://www.amazon.com/gp/customer-reviews/ROL1D559ZDPM1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/15/2022","United States 🇺🇸 ","5","Sixty","Mario","Mario mario","","","true","https://www.amazon.com/gp/customer-reviews/R3TC7N2QYJ8ZJI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/14/2022","United States 🇺🇸 ","4","Millard V. Driskell","Kids loved it","Kids loved it","","","true","https://www.amazon.com/gp/customer-reviews/R108A58OGOQHNU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/12/2022","United States 🇺🇸 ","5","JOHNNY cotto","Buen precio y el envío llego rápido","El producto muy bueno","","","true","https://www.amazon.com/gp/customer-reviews/R3V2W24FFVPXT0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/12/2022","United States 🇺🇸 ","2","J&D-T","Nintendo Support nonexistent","Gave 2 stars, as the game worked for a while (just long enough to go beyond the warranty).  After that; stopped working, and Nintendo disavowed responsibility.","","","true","https://www.amazon.com/gp/customer-reviews/R2ZRDMK5RAAVJ9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/10/2022","United States 🇺🇸 ","5","fvgromanelli","Excelent and perfect game","Like always amazing game and receive ok","","","true","https://www.amazon.com/gp/customer-reviews/R1H4KIYT6LP0OJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/09/2022","United States 🇺🇸 ","5","Romona Deogracias","Awesome","I'd gladly order more of the products from these guys fast and amazing delivery made my little princess happy... The perfect Christmas gift","","","true","https://www.amazon.com/gp/customer-reviews/R2707HOY9CH9FX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/07/2022","United States 🇺🇸 ","5","Leonardo Ballagan","El mejor juego deluxe","Juego en familia","","","true","https://www.amazon.com/gp/customer-reviews/R3AUVYUDHOMBPF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/06/2022","United States 🇺🇸 ","5","Paul Tretter","Great family fun !!","Out of all the switch games I own this one just never gets old. My kids and I play for hours on end.","","","true","https://www.amazon.com/gp/customer-reviews/R985XQCU79GQ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/02/2022","United States 🇺🇸 ","5","LadyKraken","Fun","Enjoyable game for the kids, sometimes I play with them. We like using the wheel controller.","","","true","https://www.amazon.com/gp/customer-reviews/R3A5FNNBQ4CTPE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"12/02/2022","United States 🇺🇸 ","5","Ben","I love it","I love Mario Kart","","","true","https://www.amazon.com/gp/customer-reviews/RH48NNRC0SVU7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/28/2022","United States 🇺🇸 ","5","Bonnie","Fun","This game is SO MUCH FUN! Especially with the steering wheel attachment. I wasn't sure what to expect but me and my son both love it. Good times for kids and adults!","","","true","https://www.amazon.com/gp/customer-reviews/R3FGBUF9K5V9SS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/21/2022","United States 🇺🇸 ","5","Alissa","new in the box, works perfectly!","as soon as it arrived at my door, i started playing it and mannn the graphics are SWEET! this game is super fun, and can play with up to 4 players. It even has some of the OG maps and the balloon pop challenge game! LOVE IT!","","","true","https://www.amazon.com/gp/customer-reviews/R1Y8OQWCJ2FWLL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","3","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/21/2022","United States 🇺🇸 ","5","Esvin Alfredo Navas Rodas","Excelente equipo, nuevo como la descripción.","Me gusta que fuera eficientes en el tiempo de entrega...","","","true","https://www.amazon.com/gp/customer-reviews/R2U07UPLEFBOEJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/18/2022","United States 🇺🇸 ","5","Araceli","Excelente","Excelente","","","true","https://www.amazon.com/gp/customer-reviews/R3IC8EAK4ZPNWU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
